Date ,Rate ,Topic ,Review ,Type  
2016/07,5,Great local treasure,"I loved visiting this museum as a child and spending time in the Buddha room enjoying the peacefulness. Coming back as an adult is wonderful, too; the museum has expanded considerably and hosts amazing exhibits, like this summer's Todd Oldham retrospective.",Friends
2016/06,4,What a Wonderful Surprize,This exhibit combined so many great things in a very manageable space. Many wonderful objects and paintings. The big surprise for me was the Todd Oldham exhibit. A fabulous array of designer fashions. Incredible.,Solo
2015/08,5,Great experience,Great experience. There are exhibits of old and modern art. A lot of the art was done by the students,
2016/07,5,Great Collection,RISD Museum has a great collection from European Impressionist to modern textiles fashion. A little difficult to navigate the multi levels. Worth the time!,
2016/07,5,The Details Are In The Art,"If you are a lover of the finer things in life, then this museum is worth a visit. It has various exhibitions from culture to fine art and can be view for a reasonable price.",couple
2016/07,4,Feeding the mind while expanding horizons,"I took my niece (12) to RISD Museum because they had a fashion display. Knew she'd love it, and she did. But she also loved the furniture and interiors. She was especially attracted to the minimalist and arts and crafts tables. That was surprising to me. She walked out of there seeing herself wearing a stylish gown while designing highly refined and functional furniture. She talked about it the whole way home. She may not grow up to be a furniture designer, or clothing designer, or any job that exists today. The point is to offer the possibility and this place does a wonderful job of displaying beautiful pieces from a variety of styles and periods. We'll be back",Family
2016/06,5,a wonderful surprise,beautiful pieces by several of the master painters and sculptors as well as ones you won't find elsewhere.,Friends
2016/07,5,Very relaxing,Had a great relaxing day admiring the artwork. Not many people when I went so I was able to thoroughly enjoy and take my time. Will be back.,couple
2016/07,5,Superb museum,"This museum was beyond my expectations. It is small enough to be manageable, but so.ehow had lots of goodies, including classics, stored away inside. Lovely, creative building. A must do!",solo
2016/07,5,Excellent Diverse Collection,"We were so impressed with the range of this collection, everything from Renaissance paintings, modern masters, antiquities from all over the world, fashion and video media. I loved how some areas were curated with furniture interspersed with antique clothing and modern sculpture, really interesting and it sounds like it shouldn't work but it did.

Also some interactive exhibits where you could click on images on a tablet for details about a painting.

Even the 6-year old loved it. The buildings are gorgeous and even though it seems like a small museum, there is a lot there.

We only spent 2 hours but could have spent twice that in an all-adult un-rushed trip. Even with only 2 hours, it was well worth the entry price. Apparently it is even free on Sundays.

Don't miss the Pearl Cafe in their lobby for excellent cappuccino and other treats.",Family
2016/07,5,Nice collection in a teaching museum,"First for new things: there is a coffee shop (Benefit St. Entrance) with a limited menu of the most expensive coffee in Providence, some baked goods and small plates. The space is quite nice and I think when school is in session it will be impossible to get a seat. The museum has a nice permanent collection and usually a very good rotating show. What I like is that it is turning into a teaching museum - for both artists and, I suspect, for museum students. Therefore the information along with the exhibits is always interesting. Parking can be a problem on weekdays but worth the hassle because the gallery's are somewhat empty.",Friends
